,date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
5831,6/21/2022,California,State,40129160,19406,9347280,29,91982,211428,174543476,24028,11533064,0,9264968,0,91314,
5832,6/22/2022,California,State,40129160,17810,9365090,37,92019,176142,174719618,21370,11554434,0,9264968,0,91314,
5833,6/23/2022,California,State,40129160,17130,9382220,34,92053,171762,174891380,21456,11575890,47886,9312854,106,91420,495057
5834,6/24/2022,California,State,40129160,16305,9398525,34,92087,149542,175040922,20302,11596192,0,9312854,0,91420,
5835,6/25/2022,California,State,40129160,11596,9410121,21,92108,72765,175113687,13511,11609703,0,9312854,0,91420,
5836,6/26/2022,California,State,40129160,10788,9420909,29,92137,61867,175175554,11483,11621186,0,9312854,0,91420,
5837,6/27/2022,California,State,40129160,22562,9443471,26,92163,206205,175381759,27458,11648644,65339,9378193,96,91516,525804
5838,6/28/2022,California,State,40129160,21037,9464508,29,92192,190951,175572710,25514,11674158,0,9378193,0,91516,
5839,6/29/2022,California,State,40129160,19773,9484281,30,92222,169858,175742568,24597,11698755,0,9378193,0,91516,
5840,6/30/2022,California,State,40129160,18119,9502400,35,92257,165928,175908496,22877,11721632,53106,9431299,185,91701,512382
5841,7/1/2022,California,State,40129160,17895,9520295,36,92293,136487,176044983,21893,11743525,0,9431299,0,91701,
5842,7/2/2022,California,State,40129160,11410,9531705,47,92340,65895,176110878,13325,11756850,0,9431299,0,91701,
5843,7/3/2022,California,State,40129160,9799,9541504,44,92384,51192,176162070,10357,11767207,0,9431299,0,91701,
5844,7/4/2022,California,State,40129160,9976,9551480,42,92426,58736,176220806,8642,11775849,69077,9500376,94,91795,492468
5845,7/5/2022,California,State,40129160,27072,9578552,32,92458,237994,176458800,33796,11809645,0,9500376,0,91795,
5846,7/6/2022,California,State,40129160,22956,9601508,41,92499,183980,176642780,28031,11837676,0,9500376,0,91795,
5847,7/7/2022,California,State,40129160,21099,9622607,30,92529,171569,176814349,26292,11863968,39818,9540194,135,91930,380639
5848,7/8/2022,California,State,40129160,20107,9642714,53,92582,154974,176969323,25019,11888987,0,9540194,0,91930,
5849,7/9/2022,California,State,40129160,13410,9656124,44,92626,73000,177042323,15680,11904667,0,9540194,0,91930,
5850,7/10/2022,California,State,40129160,11623,9667747,37,92663,60278,177102601,12866,11917533,0,9540194,0,91930,
5851,7/11/2022,California,State,40129160,24392,9692139,38,92701,202753,177305354,30404,11947937,79204,9619398,125,92055,520990
5852,7/12/2022,California,State,40129160,22366,9714505,47,92748,187805,177493159,27713,11975650,0,9619398,0,92055,
5853,7/13/2022,California,State,40129160,21143,9735648,31,92779,168217,177661376,25917,12001567,0,9619398,0,92055,
5854,7/14/2022,California,State,40129160,19862,9755510,37,92816,161939,177823315,24346,12025913,58429,9677827,130,92185,513333
5855,7/15/2022,California,State,40129160,18745,9774255,38,92854,144433,177967748,24019,12049932,0,9677827,0,92185,
5856,7/16/2022,California,State,40129160,12854,9787109,37,92891,72490,178040238,15276,12065208,0,9677827,0,92185,
5857,7/17/2022,California,State,40129160,10987,9798096,48,92939,59957,178100195,12457,12077665,0,9677827,0,92185,
5858,7/18/2022,California,State,40129160,23384,9821480,41,92980,200560,178300755,29254,12106919,74682,9752509,107,92292,456420
5859,7/19/2022,California,State,40129160,21100,9842580,50,93030,185611,178486366,25884,12132803,0,9752509,0,92292,
5860,7/20/2022,California,State,40129160,19395,9861975,63,93093,164631,178650997,24288,12157091,0,9752509,0,92292,
5861,7/21/2022,California,State,40129160,17641,9879616,37,93130,154900,178805897,22170,12179261,52294,9804803,177,92469,483485
5862,7/22/2022,California,State,40129160,17108,9896724,47,93177,136983,178942880,22008,12201269,0,9804803,0,92469,
5863,7/23/2022,California,State,40129160,11292,9908016,35,93212,67417,179010297,13566,12214835,0,9804803,0,92469,
5864,7/24/2022,California,State,40129160,9847,9917863,45,93257,56287,179066584,11097,12225932,0,9804803,0,92469,
5865,7/25/2022,California,State,40129160,21240,9939103,67,93324,186362,179252946,26762,12252694,67127,9871930,126,92595,501515
5866,7/26/2022,California,State,40129160,18544,9957647,53,93377,170961,179423907,23119,12275813,0,9871930,0,92595,
5867,7/27/2022,California,State,40129160,16613,9974260,55,93432,152902,179576809,21045,12296858,0,9871930,0,92595,
5868,7/28/2022,California,State,40129160,15013,9989273,54,93486,143047,179719856,18920,12315778,50788,9922718,168,92763,421340
5869,7/29/2022,California,State,40129160,13844,10003117,40,93526,125318,179845174,18416,12334194,0,9922718,0,92763,
5870,7/30/2022,California,State,40129160,9241,10012358,51,93577,60905,179906079,11465,12345659,0,9922718,0,92763,
5871,7/31/2022,California,State,40129160,8196,10020554,46,93623,51484,179957563,9485,12355144,0,9922718,0,92763,
5872,8/1/2022,California,State,40129160,17604,10038158,46,93669,172946,180130509,21429,12376573,60652,9983370,126,92889,513186
5873,8/2/2022,California,State,40129160,15261,10053419,40,93709,158923,180289432,18718,12395291,0,9983370,0,92889,
5874,8/3/2022,California,State,40129160,13683,10067102,47,93756,140886,180430318,17107,12412398,0,9983370,0,92889,
5875,8/4/2022,California,State,40129160,12233,10079335,44,93800,130070,180560388,15409,12427807,40956,10024326,167,93056,432061
5876,8/5/2022,California,State,40129160,11606,10090941,60,93860,118571,180678959,15107,12442914,0,10024326,0,93056,
5877,8/6/2022,California,State,40129160,7946,10098887,38,93898,55369,180734328,9449,12452363,0,10024326,0,93056,
5878,8/7/2022,California,State,40129160,7144,10106031,32,93930,47772,180782100,7983,12460346,0,10024326,0,93056,
5879,8/8/2022,California,State,40129160,14490,10120521,44,93974,166795,180948895,18183,12478529,47632,10071958,137,93193,412846
5880,8/9/2022,California,State,40129160,12273,10132794,43,94017,150275,181099170,15596,12494125,0,10071958,0,93193,
5881,8/10/2022,California,State,40129160,11306,10144100,41,94058,132976,181232146,14702,12508827,0,10071958,0,93193,
5882,8/11/2022,California,State,40129160,10293,10154393,37,94095,131796,181363942,13247,12522074,32803,10104761,185,93378,372359
5883,8/12/2022,California,State,40129160,9578,10163971,52,94147,113979,181477921,12462,12534536,0,10104761,0,93378,
5884,8/13/2022,California,State,40129160,6555,10170526,26,94173,51691,181529612,8080,12542616,0,10104761,0,93378,
5885,8/14/2022,California,State,40129160,6138,10176664,47,94220,46099,181575711,7036,12549652,0,10104761,0,93378,
5886,8/15/2022,California,State,40129160,11947,10188611,34,94254,162278,181737989,14947,12564599,41376,10146137,139,93517,392034
5887,8/16/2022,California,State,40129160,10937,10199548,42,94296,146442,181884431,13528,12578127,0,10146137,0,93517,
5888,8/17/2022,California,State,40129160,9842,10209390,35,94331,128138,182012569,12227,12590354,0,10146137,0,93517,
5889,8/18/2022,California,State,40129160,9013,10218403,36,94367,125895,182138464,11381,12601735,29480,10175617,187,93704,442365
5890,8/19/2022,California,State,40129160,8331,10226734,37,94404,110635,182249099,10831,12612566,0,10175617,0,93704,
5891,8/20/2022,California,State,40129160,6016,10232750,41,94445,51065,182300164,7047,12619613,0,10175617,0,93704,
5892,8/21/2022,California,State,40129160,5387,10238137,31,94476,45482,182345646,6038,12625651,0,10175617,0,93704,
5893,8/22/2022,California,State,40129160,10987,10249124,40,94516,164243,182509889,13852,12639503,36272,10211889,139,93843,388932
5894,8/23/2022,California,State,40129160,9455,10258579,26,94542,147566,182657455,11861,12651364,0,10211889,0,93843,
5895,8/24/2022,California,State,40129160,8416,10266995,33,94575,129018,182786473,10716,12662080,0,10211889,0,93843,
5896,8/25/2022,California,State,40129160,7571,10274566,31,94606,120916,182907389,9486,12671566,26003,10237892,204,94047,387658
5897,8/26/2022,California,State,40129160,7274,10281840,41,94647,110527,183017916,9367,12680933,0,10237892,0,94047,
5898,8/27/2022,California,State,40129160,4760,10286600,18,94665,49709,183067625,5974,12686907,0,10237892,0,94047,
5899,8/28/2022,California,State,40129160,4442,10291042,33,94698,44154,183111779,5096,12692003,0,10237892,0,94047,
5900,8/29/2022,California,State,40129160,8928,10299970,28,94726,158340,183270119,11372,12703375,30245,10268137,73,94120,411317
5901,8/30/2022,California,State,40129160,7625,10307595,37,94763,147086,183417205,9670,12713045,0,10268137,0,94120,
5902,8/31/2022,California,State,40129160,6823,10314418,38,94801,126547,183543752,8771,12721816,0,10268137,0,94120,
5903,9/1/2022,California,State,40129160,6190,10320608,22,94823,117486,183661238,7727,12729543,23149,10291286,119,94239,382534
5904,9/2/2022,California,State,40129160,5410,10326018,38,94861,96689,183757927,7018,12736561,0,10291286,0,94239,
5905,9/3/2022,California,State,40129160,3528,10329546,32,94893,42427,183800354,4332,12740893,0,10291286,0,94239,
5906,9/4/2022,California,State,40129160,3151,10332697,30,94923,38238,183838592,3756,12744649,0,10291286,0,94239,
5907,9/5/2022,California,State,40129160,3305,10336002,28,94951,52429,183891021,3426,12748075,23431,10314717,112,94351,346017
5908,9/6/2022,California,State,40129160,7748,10343750,30,94981,177294,184068315,10158,12758233,0,10314717,0,94351,
5909,9/7/2022,California,State,40129160,5919,10349669,32,95013,125111,184193426,7403,12765636,0,10314717,0,94351,
5910,9/8/2022,California,State,40129160,5254,10354923,22,95035,116533,184309959,6414,12772050,15278,10329995,207,94558,282761
5911,9/9/2022,California,State,40129160,4802,10359725,35,95070,99634,184409593,5856,12777906,0,10329995,0,94558,
5912,9/10/2022,California,State,40129160,3252,10362977,30,95100,44117,184453710,3795,12781701,0,10329995,0,94558,
5913,9/11/2022,California,State,40129160,3034,10366011,23,95123,40015,184493725,3304,12785005,0,10329995,0,94558,
5914,9/12/2022,California,State,40129160,5658,10371669,30,95153,142023,184635748,7042,12792047,0,10329995,0,94558,
5915,9/13/2022,California,State,40129160,4938,10376607,21,95174,133934,184769682,6086,12798133,24904,10354899,189,94747,516536
5916,9/14/2022,California,State,40129160,4382,10380989,22,95196,114936,184884618,5504,12803637,0,10354899,0,94747,
5917,9/15/2022,California,State,40129160,3997,10384986,26,95222,114064,184998682,5055,12808692,0,10354899,0,94747,
5918,9/16/2022,California,State,40129160,3773,10388759,22,95244,95168,185093850,4798,12813490,0,10354899,0,94747,
5919,9/17/2022,California,State,40129160,2747,10391506,22,95266,45460,185139310,3142,12816632,0,10354899,0,94747,
5920,9/18/2022,California,State,40129160,2475,10393981,30,95296,40975,185180285,2694,12819326,0,10354899,0,94747,
5921,9/19/2022,California,State,40129160,4767,10398748,20,95316,135966,185316251,5976,12825302,0,10354899,0,94747,
5922,9/20/2022,California,State,40129160,4225,10402973,25,95341,127680,185443931,5313,12830615,29774,10384673,262,95009,675865
5923,9/21/2022,California,State,40129160,3800,10406773,23,95364,107818,185551749,4790,12835405,0,10384673,0,95009,
5924,9/22/2022,California,State,40129160,3654,10410427,12,95376,104166,185655915,4477,12839882,0,10384673,0,95009,
5925,9/23/2022,California,State,40129160,3443,10413870,26,95402,88732,185744647,4361,12844243,0,10384673,0,95009,
5926,9/24/2022,California,State,40129160,2557,10416427,17,95419,39508,185784155,2898,12847141,0,10384673,0,95009,
5927,9/25/2022,California,State,40129160,2346,10418773,28,95447,35877,185820032,2540,12849681,0,10384673,0,95009,
5928,9/26/2022,California,State,40129160,4604,10423377,20,95467,125899,185945931,5620,12855301,0,10384673,0,95009,
5929,9/27/2022,California,State,40129160,3956,10427333,20,95487,118698,186064629,4785,12860086,27679,10412352,156,95165,676399
5930,9/28/2022,California,State,40129160,3830,10431163,15,95502,99540,186164169,4689,12864775,0,10412352,0,95165,
5931,9/29/2022,California,State,40129160,3347,10434510,17,95519,94010,186258179,4225,12869000,0,10412352,0,95165,
5932,9/30/2022,California,State,40129160,3139,10437649,8,95527,81181,186339360,4000,12873000,0,10412352,0,95165,
5933,10/1/2022,California,State,40129160,2352,10440001,11,95538,36094,186375454,2593,12875593,0,10412352,0,95165,
5934,10/2/2022,California,State,40129160,1964,10441965,16,95554,32905,186408359,2258,12877851,0,10412352,0,95165,
5935,10/3/2022,California,State,40129160,3849,10445814,14,95568,112258,186520617,4817,12882668,0,10412352,0,95165,
5936,10/4/2022,California,State,40129160,3337,10449151,13,95581,102216,186622833,4190,12886858,25111,10437463,249,95414,625195
5937,10/5/2022,California,State,40129160,3008,10452159,7,95588,84913,186707746,3813,12890671,0,10437463,0,95414,
5938,10/6/2022,California,State,40129160,2770,10454929,8,95596,83934,186791680,3462,12894133,0,10437463,0,95414,
5939,10/7/2022,California,State,40129160,2634,10457563,3,95599,75052,186866732,3476,12897609,0,10437463,0,95414,
5940,10/8/2022,California,State,40129160,1912,10459475,6,95605,35972,186902704,2349,12899958,0,10437463,0,95414,
5941,10/9/2022,California,State,40129160,1655,10461130,0,95605,33073,186935777,1993,12901951,0,10437463,0,95414,
5942,10/10/2022,California,State,40129160,3134,10464264,2,95607,97510,187033287,3818,12905769,0,10437463,0,95414,
5943,10/11/2022,California,State,40129160,2944,10467208,2,95609,98796,187132083,3691,12909460,21329,10458792,190,95604,562782
5944,10/12/2022,California,State,40129160,2631,10469839,0,95609,82201,187214284,3448,12912908,0,10458792,0,95604,
5945,10/13/2022,California,State,40129160,2241,10472080,3,95612,70892,187285176,3030,12915938,0,10458792,0,95604,
5946,10/14/2022,California,State,40129160,1670,10473750,0,95612,52090,187337266,2363,12918301,0,10458792,0,95604,
5947,10/15/2022,California,State,40129160,1088,10474838,1,95613,23170,187360436,1425,12919726,0,10458792,0,95604,
5948,10/16/2022,California,State,40129160,815,10475653,1,95614,17252,187377688,995,12920721,0,10458792,0,95604,
5949,10/17/2022,California,State,40129160,748,10476401,0,95614,15433,187393121,842,12921563,0,10458792,0,95604,
5950,10/18/2022,California,State,40129160,0,10476401,0,95614,,187393121,,12921563,18150,10476942,204,95808,530134
5951,10/19/2022,California,State,40129160,541,10476942,194,95808,123351,187516472,9325,12930888,0,10476942,0,95808,
