,date,area,area_type,population,cases,cumulative_cases,deaths,cumulative_deaths,total_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests,reported_cases,cumulative_reported_cases,reported_deaths,cumulative_reported_deaths,reported_tests
5221,10/19/2020,California,State,40129160,5029,906705,55,17683,186770,17518220,6107,1066150,3286,874077,14,16908,146662
5222,10/20/2020,California,State,40129160,4657,911362,43,17726,188578,17706798,5614,1071764,3707,877784,79,16987,104069
5223,10/21/2020,California,State,40129160,4425,915787,42,17768,177613,17884411,5270,1077034,2940,880724,136,17123,65631
5224,10/22/2020,California,State,40129160,4174,919961,42,17810,164147,18048558,5312,1082346,6141,886865,62,17185,124523
5225,10/23/2020,California,State,40129160,4557,924518,52,17862,153561,18202119,5668,1088014,5945,892810,46,17231,125886
5226,10/24/2020,California,State,40129160,3251,927769,48,17910,73175,18275294,3280,1091294,5219,898029,55,17286,178706
5227,10/25/2020,California,State,40129160,2904,930673,46,17956,47411,18322705,1948,1093242,2981,901010,12,17298,194944
5228,10/26/2020,California,State,40129160,5480,936153,41,17997,188206,18510911,6170,1099412,3188,904198,15,17313,144220
5229,10/27/2020,California,State,40129160,4836,940989,52,18049,192401,18703312,5566,1104978,4515,908713,116,17429,96547
5230,10/28/2020,California,State,40129160,4915,945904,40,18089,185964,18889276,5368,1110346,4191,912904,73,17502,100175
5231,10/29/2020,California,State,40129160,4869,950773,56,18145,173741,19063017,5758,1116104,4014,916918,45,17547,120752
5232,10/30/2020,California,State,40129160,5532,956305,38,18183,161086,19224103,6236,1122340,5087,922005,58,17605,157794
5233,10/31/2020,California,State,40129160,4458,960763,50,18233,75600,19299703,4102,1126442,4529,926534,57,17662,140998
5234,11/1/2020,California,State,40129160,4979,965742,59,18292,60534,19360237,2721,1129163,4094,930628,21,17683,169186
5235,11/2/2020,California,State,40129160,8472,974214,56,18348,210431,19570668,8837,1138000,4044,934672,9,17692,162420
5236,11/3/2020,California,State,40129160,8266,982480,37,18385,208947,19779615,8614,1146614,5338,940010,79,17771,106091
5237,11/4/2020,California,State,40129160,8460,990940,49,18434,210171,19989786,9370,1155984,4566,944576,62,17833,85351
5238,11/5/2020,California,State,40129160,8147,999087,41,18475,196695,20186481,9749,1165733,6518,951094,65,17898,129986
5239,11/6/2020,California,State,40129160,8528,1007615,55,18530,189181,20375662,9683,1175416,5863,956957,46,17944,168802
5240,11/7/2020,California,State,40129160,6418,1014033,46,18576,94165,20469827,6217,1181633,9543,966500,78,18022,159477
5241,11/8/2020,California,State,40129160,5534,1019567,56,18632,66496,20536323,3535,1185168,5351,971851,-3,18019,193851
5242,11/9/2020,California,State,40129160,11109,1030676,44,18676,233592,20769915,11901,1197069,5367,977218,8,18027,176162
5243,11/10/2020,California,State,40129160,10921,1041597,59,18735,236236,21006151,11647,1208716,7464,984682,67,18094,127452
5244,11/11/2020,California,State,40129160,10624,1052221,58,18793,200107,21206258,10913,1219629,6927,991609,43,18137,119979
5245,11/12/2020,California,State,40129160,11570,1063791,74,18867,236730,21442988,13541,1233170,6893,998502,26,18163,136428
5246,11/13/2020,California,State,40129160,12471,1076262,81,18948,223884,21666872,13745,1246915,9875,1008377,74,18237,193096
5247,11/14/2020,California,State,40129160,9903,1086165,73,19021,119187,21786059,9523,1256438,10968,1019345,65,18302,195189
5248,11/15/2020,California,State,40129160,9136,1095301,80,19101,84995,21871054,6508,1262946,9890,1029235,21,18323,202109
5249,11/16/2020,California,State,40129160,17657,1112958,92,19193,277204,22148258,18673,1281619,8743,1037978,20,18343,190182
5250,11/17/2020,California,State,40129160,17126,1130084,102,19295,298896,22447154,19264,1300883,9811,1047789,52,18395,159467
5251,11/18/2020,California,State,40129160,17237,1147321,76,19371,295346,22742500,19474,1320357,11478,1059267,107,18502,133985
5252,11/19/2020,California,State,40129160,16696,1164017,111,19482,293381,23035881,19756,1340113,13005,1072272,91,18593,178023
5253,11/20/2020,California,State,40129160,17438,1181455,81,19563,280727,23316608,19563,1359676,15442,1087714,88,18681,241281
5254,11/21/2020,California,State,40129160,12335,1193790,96,19659,160890,23477498,12744,1372420,14319,1102033,73,18754,265477
5255,11/22/2020,California,State,40129160,10248,1204038,106,19765,116222,23593720,8606,1381026,8337,1110370,42,18796,220235
5256,11/23/2020,California,State,40129160,21095,1225133,101,19866,346108,23939828,22930,1403956,15329,1125699,21,18817,283819
5257,11/24/2020,California,State,40129160,20641,1245774,111,19977,328713,24268541,24097,1428053,18350,1144049,113,18930,168988
5258,11/25/2020,California,State,40129160,20760,1266534,130,20107,270708,24539249,24377,1452430,14640,1158689,101,19031,186394
5259,11/26/2020,California,State,40129160,9242,1275776,110,20217,38209,24577458,4372,1456802,12635,1171324,78,19109,219173
5260,11/27/2020,California,State,40129160,18133,1293909,120,20337,149763,24727221,17116,1473918,11996,1183320,45,19154,257264
5261,11/28/2020,California,State,40129160,18189,1312098,161,20498,155250,24882471,20254,1494172,15614,1198934,35,19189,234319
5262,11/29/2020,California,State,40129160,16124,1328222,129,20627,114329,24996800,12824,1506996,14034,1212968,31,19220,217670
5263,11/30/2020,California,State,40129160,32700,1360922,161,20788,372837,25369637,36715,1543711,12221,1225189,29,19249,136142
5264,12/1/2020,California,State,40129160,34505,1395427,162,20950,379634,25749271,38043,1581754,20762,1245951,119,19368,137813
5265,12/2/2020,California,State,40129160,33598,1429025,175,21125,354482,26103753,38780,1620534,18588,1264539,113,19481,175516
5266,12/3/2020,California,State,40129160,32009,1461034,219,21344,349487,26453240,38879,1659413,22018,1286557,201,19682,200836
5267,12/4/2020,California,State,40129160,32031,1493065,198,21542,331438,26784678,37881,1697294,25068,1311625,126,19808,226497
5268,12/5/2020,California,State,40129160,24521,1517586,239,21781,181025,26965703,26198,1723492,30075,1341700,122,19930,293071
5269,12/6/2020,California,State,40129160,18473,1536059,235,22016,121886,27087589,16216,1739708,24735,1366435,98,20028,298305
5270,12/7/2020,California,State,40129160,41230,1577289,264,22280,395973,27483562,46117,1785825,23272,1389707,59,20087,296424
5271,12/8/2020,California,State,40129160,41496,1618785,229,22509,387297,27870859,47468,1833293,30851,1420558,168,20255,252296
5272,12/9/2020,California,State,40129160,41781,1660566,253,22762,371801,28242660,48270,1881563,29677,1450235,203,20458,282261
5273,12/10/2020,California,State,40129160,40938,1701504,316,23078,353945,28596605,46934,1928497,35468,1485703,185,20643,248011
5274,12/11/2020,California,State,40129160,40167,1741671,300,23378,332127,28928732,45079,1973576,35729,1521432,169,20812,313787
5275,12/12/2020,California,State,40129160,30859,1772530,284,23662,192842,29121574,32717,2006293,30334,1551766,183,20995,309457
5276,12/13/2020,California,State,40129160,21076,1793606,340,24002,130809,29252383,19131,2025424,33278,1585044,93,21088,356452
5277,12/14/2020,California,State,40129160,49491,1843097,358,24360,413662,29666045,54768,2080192,32326,1617370,90,21178,293027
5278,12/15/2020,California,State,40129160,48510,1891607,382,24742,409751,30075796,57826,2138018,53711,1671081,232,21410,304524
5279,12/16/2020,California,State,40129160,45974,1937581,373,25115,398187,30473983,55792,2193810,52281,1723362,407,21817,306768
5280,12/17/2020,California,State,40129160,44706,1982287,396,25511,397870,30871853,55225,2249035,41012,1764374,263,22080,284669
5281,12/18/2020,California,State,40129160,41828,2024115,465,25976,362265,31234118,50866,2299901,43608,1807982,266,22346,371222
5282,12/19/2020,California,State,40129160,29923,2054038,467,26443,210345,31444463,34760,2334661,46474,1854456,225,22571,352921
5283,12/20/2020,California,State,40129160,21104,2075142,447,26890,145776,31590239,19796,2354457,37892,1892348,144,22715,395234
5284,12/21/2020,California,State,40129160,48549,2123691,495,27385,448451,32038690,57433,2411890,32659,1925007,111,22826,329778
5285,12/22/2020,California,State,40129160,49039,2172730,538,27923,425283,32463973,59243,2471133,39069,1964076,271,23097,278378
5286,12/23/2020,California,State,40129160,45384,2218114,504,28427,385950,32849923,56101,2527234,34039,1998115,287,23384,301189
5287,12/24/2020,California,State,40129160,26969,2245083,555,28982,180128,33030051,27045,2554279,44175,2042290,340,23724,297112
5288,12/25/2020,California,State,40129160,13457,2258540,573,29555,39886,33069937,7585,2561864,30375,2072665,178,23902,379681
5289,12/26/2020,California,State,40129160,34795,2293335,598,30153,195740,33265677,40341,2602205,50141,2122806,219,24121,380154
5290,12/27/2020,California,State,40129160,26535,2319870,588,30741,143415,33409092,24342,2626547,33170,2155976,74,24195,301820
5291,12/28/2020,California,State,40129160,58083,2377953,626,31367,425628,33834720,66149,2692696,31245,2187221,116,24311,245955
5292,12/29/2020,California,State,40129160,58569,2436522,588,31955,426574,34261294,73328,2766024,30921,2218142,427,24738,248605
5293,12/30/2020,California,State,40129160,53973,2490495,627,32582,398308,34659602,68020,2834044,13410,2231552,636,25374,232406
5294,12/31/2020,California,State,40129160,35649,2526144,646,33228,236058,34895660,38510,2872554,61016,2292568,428,25802,202829
5295,1/1/2021,California,State,40129160,19834,2545978,661,33889,59601,34955261,10929,2883483,53341,2345909,434,26236,333131
5296,1/2/2021,California,State,40129160,37400,2583378,642,34531,219481,35174742,43805,2927288,45352,2391261,258,26494,421344
5297,1/3/2021,California,State,40129160,27232,2610610,675,35206,159625,35334367,25654,2952942,18442,2409703,-14,26480,314227
5298,1/4/2021,California,State,40129160,60488,2671098,700,35906,479707,35814074,71238,3024180,42631,2452334,327,26807,203771
5299,1/5/2021,California,State,40129160,54794,2725892,709,36615,462895,36276969,69371,3093551,29892,2482226,415,27222,217837
5300,1/6/2021,California,State,40129160,50435,2776327,694,37309,430291,36707260,63064,3156615,36385,2518611,589,27811,211734
5301,1/7/2021,California,State,40129160,44958,2821285,709,38018,414672,37121932,58003,3214618,50030,2568641,555,28366,266975
5302,1/8/2021,California,State,40129160,40991,2862276,680,38698,369037,37490969,53009,3267627,52636,2621277,630,28996,326418
5303,1/9/2021,California,State,40129160,28558,2890834,687,39385,209387,37700356,34953,3302580,49685,2670962,500,29496,473076
5304,1/10/2021,California,State,40129160,19123,2909957,680,40065,145731,37846087,19096,3321676,39839,2710801,415,29911,343704
5305,1/11/2021,California,State,40129160,41947,2951904,706,40771,461868,38307955,53475,3375151,36487,2747288,194,30105,337856
5306,1/12/2021,California,State,40129160,38589,2990493,716,41487,422489,38730444,50315,3425466,33751,2781039,580,30685,334267
5307,1/13/2021,California,State,40129160,34630,3025123,631,42118,394680,39125124,46101,3471567,35930,2816969,537,31222,287715
5308,1/14/2021,California,State,40129160,31794,3056917,656,42774,385117,39510241,44358,3515925,42655,2859624,425,31647,319170
5309,1/15/2021,California,State,40129160,28981,3085898,710,43484,336119,39846360,39813,3555738,40622,2900246,603,32250,352719
5310,1/16/2021,California,State,40129160,19949,3105847,625,44109,174875,40021235,26003,3581741,42229,2942475,563,32813,426360
5311,1/17/2021,California,State,40129160,13621,3119468,642,44751,118410,40139645,14631,3596372,30699,2973174,326,33139,427141
5312,1/18/2021,California,State,40129160,23574,3143042,604,45355,300594,40440239,28772,3625144,23794,2996968,225,33364,368787
5313,1/19/2021,California,State,40129160,27319,3170361,594,45949,402129,40842368,37263,3662407,22403,3019371,326,33690,263820
5314,1/20/2021,California,State,40129160,25155,3195516,607,46556,355162,41197530,33633,3696040,19673,3039044,655,34345,224393
5315,1/21/2021,California,State,40129160,22028,3217544,567,47123,352227,41549757,31896,3727936,23024,3062068,684,35029,213083
5316,1/22/2021,California,State,40129160,19703,3237247,552,47675,306291,41856048,28859,3756795,22972,3085040,515,35544,244280
5317,1/23/2021,California,State,40129160,13449,3250696,502,48177,140294,41996342,17399,3774194,24111,3109151,664,36208,315596
5318,1/24/2021,California,State,40129160,10373,3261069,457,48634,107886,42104228,11512,3785706,27007,3136158,240,36448,403193
5319,1/25/2021,California,State,40129160,20110,3281179,515,49149,352756,42456984,26784,3812490,17028,3153186,212,36660,321862
5320,1/26/2021,California,State,40129160,17776,3298955,499,49648,324956,42781940,25464,3837954,16728,3169914,666,37326,218152
5321,1/27/2021,California,State,40129160,15739,3314694,463,50111,287219,43069159,22343,3860297,16696,3186610,744,38070,206771
5322,1/28/2021,California,State,40129160,14580,3329274,466,50577,286153,43355312,20947,3881244,19337,3205947,597,38667,303051
5323,1/29/2021,California,State,40129160,12768,3342042,458,51035,250020,43605332,18527,3899771,18427,3224374,656,39323,298562
5324,1/30/2021,California,State,40129160,10070,3352112,438,51473,129874,43735206,14772,3914543,18974,3243348,590,39913,290175
5325,1/31/2021,California,State,40129160,7962,3360074,415,51888,102181,43837387,8545,3923088,15358,3258706,350,40263,282698
5326,2/1/2021,California,State,40129160,15273,3375347,482,52370,352628,44190015,21390,3944478,12064,3270770,194,40457,215342
5327,2/2/2021,California,State,40129160,12636,3387983,400,52770,317609,44507624,19379,3963857,10501,3281271,561,41018,168094
5328,2/3/2021,California,State,40129160,11532,3399515,386,53156,296781,44804405,18569,3982426,13176,3294447,616,41634,197777
5329,2/4/2021,California,State,40129160,10158,3409673,369,53525,290551,45094956,16458,3998884,14021,3308468,779,42413,286051
5330,2/5/2021,California,State,40129160,9447,3419120,405,53930,255256,45350212,15621,4014505,12394,3320862,605,43018,275167
5331,2/6/2021,California,State,40129160,6674,3425794,312,54242,119712,45469924,9946,4024451,15064,3335926,438,43456,329228
5332,2/7/2021,California,State,40129160,5148,3430942,316,54558,92672,45562596,6147,4030598,10414,3346340,279,43735,259754
5333,2/8/2021,California,State,40129160,9441,3440383,335,54893,326634,45889230,14253,4044851,8251,3354591,170,43905,187297
5334,2/9/2021,California,State,40129160,7732,3448115,320,55213,298772,46188002,12492,4057343,8390,3362981,520,44425,153380
5335,2/10/2021,California,State,40129160,7505,3455620,326,55539,268622,46456624,11713,4069056,8575,3371556,565,44990,201460
5336,2/11/2021,California,State,40129160,6595,3462215,331,55870,254567,46711191,10589,4079645,10059,3381615,530,45520,286196
5337,2/12/2021,California,State,40129160,6191,3468406,294,56164,204636,46915827,9526,4089171,9421,3391036,466,45986,291580
5338,2/13/2021,California,State,40129160,4446,3472852,251,56415,95915,47011742,6386,4095557,8842,3399878,471,46457,260910
5339,2/14/2021,California,State,40129160,3527,3476379,243,56658,67652,47079394,3968,4099525,6487,3406365,262,46719,263598
5340,2/15/2021,California,State,40129160,5253,3481632,243,56901,198336,47277730,7271,4106796,5692,3412057,76,46795,157207
5341,2/16/2021,California,State,40129160,5630,3487262,244,57145,291794,47569524,9280,4116076,4090,3416147,291,47086,119323
5342,2/17/2021,California,State,40129160,5077,3492339,237,57382,247227,47816751,7964,4124040,5573,3421720,451,47537,117399
5343,2/18/2021,California,State,40129160,4403,3496742,228,57610,233450,48050201,6992,4131032,6798,3428518,436,47973,192222
5344,2/19/2021,California,State,40129160,4180,3500922,245,57855,202619,48252820,6616,4137648,6668,3435186,441,48414,229472
5345,2/20/2021,California,State,40129160,3103,3504025,196,58051,92730,48345550,4389,4142037,6760,3441946,393,48807,277454
5346,2/21/2021,California,State,40129160,2628,3506653,190,58241,80025,48425575,3076,4145113,4665,3446611,232,49039,
5347,2/22/2021,California,State,40129160,4625,3511278,191,58432,273550,48699125,6787,4151900,3447,3450058,90,49129,138805
5348,2/23/2021,California,State,40129160,4027,3515305,166,58598,255894,48955019,6045,4157945,5303,3455361,341,49470,161988
5349,2/24/2021,California,State,40129160,3875,3519180,167,58765,238810,49193829,5815,4163760,4965,3460326,1178,50648,181416
5350,2/25/2021,California,State,40129160,3453,3522633,161,58926,215297,49409126,5167,4168927,5400,3465726,473,51121,223914
5351,2/26/2021,California,State,40129160,3359,3525992,156,59082,189470,49598596,4984,4173911,5151,3470877,384,51505,249616
5352,2/27/2021,California,State,40129160,2523,3528515,162,59244,86520,49685116,3390,4177301,4685,3475562,289,51794,243570
5353,2/28/2021,California,State,40129160,2186,3530701,159,59403,75746,49760862,2265,4179566,3516,3479078,238,52032,184514
5354,3/1/2021,California,State,40129160,3756,3534457,126,59529,276439,50037301,5065,4184631,2533,3481611,97,52129,130858
5355,3/2/2021,California,State,40129160,3260,3537717,132,59661,247136,50284437,4779,4189410,3352,3484963,300,52429,119637
5356,3/3/2021,California,State,40129160,3201,3540918,119,59780,223730,50508167,4606,4194016,3504,3488467,394,52823,146818
5357,3/4/2021,California,State,40129160,2937,3543855,119,59899,206480,50714647,4328,4198344,4659,3493126,371,53194,218325
5358,3/5/2021,California,State,40129160,2942,3546797,109,60008,180166,50894813,4044,4202388,4452,3497578,270,53464,133186
5359,3/6/2021,California,State,40129160,2197,3548994,104,60112,79110,50973923,2728,4205116,3816,3501394,258,53722,276485
5360,3/7/2021,California,State,40129160,1948,3550942,88,60200,73928,51047851,2030,4207146,3258,3504652,106,53828,217332
5361,3/8/2021,California,State,40129160,3334,3554276,98,60298,270319,51318170,4521,4211667,2614,3507266,50,53878,84140
5362,3/9/2021,California,State,40129160,2830,3557106,94,60392,241111,51559281,3990,4215657,6412,3513678,442,54320,92180
5363,3/10/2021,California,State,40129160,2759,3559865,89,60481,218484,51777765,3797,4219454,3184,3516862,270,54590,215438
5364,3/11/2021,California,State,40129160,2593,3562458,85,60566,198162,51975927,3868,4223322,3471,3520333,288,54878,240987
5365,3/12/2021,California,State,40129160,2498,3564956,85,60651,176704,52152631,3613,4226935,3230,3523563,217,55095,226580
5366,3/13/2021,California,State,40129160,1896,3566852,77,60728,78572,52231203,2394,4229329,2772,3526335,140,55235,213283
5367,3/14/2021,California,State,40129160,1605,3568457,62,60790,62191,52293394,1700,4231029,2460,3528795,95,55330,167229
5368,3/15/2021,California,State,40129160,2878,3571335,58,60848,266042,52559436,3931,4234960,1260,3530055,42,55372,88299
5369,3/16/2021,California,State,40129160,2510,3573845,72,60920,242686,52802122,3844,4238804,2441,3532496,205,55577,
5370,3/17/2021,California,State,40129160,2637,3576482,82,61002,228079,53030201,3829,4242633,3038,3535534,218,55795,88299
5371,3/18/2021,California,State,40129160,2218,3578700,79,61081,193360,53223561,3324,4245957,3287,3538821,232,56027,211492
5372,3/19/2021,California,State,40129160,2178,3580878,56,61137,178089,53401650,3287,4249244,3107,3541928,45,56072,230712
5373,3/20/2021,California,State,40129160,1714,3582592,78,61215,77977,53479627,2096,4251340,3350,3545278,46,56118,212625
5374,3/21/2021,California,State,40129160,1603,3584195,51,61266,63353,53542980,1685,4253025,2000,3547278,427,56545,160229
5375,3/22/2021,California,State,40129160,2704,3586899,53,61319,271885,53814865,3651,4256676,1823,3549101,51,56596,116641
5376,3/23/2021,California,State,40129160,2508,3589407,38,61357,235190,54050055,3354,4260030,1955,3551056,254,56850,106179
5377,3/24/2021,California,State,40129160,2676,3592083,57,61414,223077,54273132,3776,4263806,2251,3553307,241,57091,137122
5378,3/25/2021,California,State,40129160,2292,3594375,57,61471,200009,54473141,3362,4267168,2608,3555915,245,57336,200192
5379,3/26/2021,California,State,40129160,2268,3596643,55,61526,166367,54639508,3146,4270314,3278,3559193,215,57551,
5380,3/27/2021,California,State,40129160,1669,3598312,49,61575,75586,54715094,2023,4272337,2998,3562191,195,57746,217271
5381,3/28/2021,California,State,40129160,1603,3599915,29,61604,65126,54780220,1529,4273866,2277,3564468,32,57778,174999
5382,3/29/2021,California,State,40129160,2710,3602625,44,61648,266533,55046753,3624,4277490,1996,3566464,10,57788,127906
5383,3/30/2021,California,State,40129160,2430,3605055,39,61687,234139,55280892,3282,4280772,1962,3568426,148,57936,103017
5384,3/31/2021,California,State,40129160,2382,3607437,49,61736,192839,55473731,3331,4284103,2234,3570660,154,58090,150435
5385,4/1/2021,California,State,40129160,2339,3609776,39,61775,186449,55660180,3126,4287229,2414,3573074,179,58269,251606
5386,4/2/2021,California,State,40129160,2235,3612011,35,61810,156709,55816889,3085,4290314,4877,3577951,135,58404,341529
5387,4/3/2021,California,State,40129160,1706,3613717,29,61839,75085,55891974,2044,4292358,2400,3580351,109,58513,191684
5388,4/4/2021,California,State,40129160,1552,3615269,39,61878,51291,55943265,1275,4293633,2112,3582463,21,58534,190179
5389,4/5/2021,California,State,40129160,2874,3618143,40,61918,280313,56223578,3757,4297390,1367,3583830,7,58541,100015
5390,4/6/2021,California,State,40129160,2550,3620693,22,61940,245143,56468721,3346,4300736,2229,3586059,118,58659,106309
5391,4/7/2021,California,State,40129160,2616,3623309,39,61979,228865,56697586,3490,4304226,2093,3588152,129,58788,126557
5392,4/8/2021,California,State,40129160,2277,3625586,37,62016,204143,56901729,3169,4307395,2606,3590758,155,58943,217451
5393,4/9/2021,California,State,40129160,2274,3627860,38,62054,184469,57086198,3231,4310626,4466,3595224,170,59113,216028
5394,4/10/2021,California,State,40129160,1816,3629676,37,62091,82063,57168261,2173,4312799,4954,3600178,105,59218,239453
5395,4/11/2021,California,State,40129160,1566,3631242,32,62123,69631,57237892,1628,4314427,2649,3602827,31,59249,229596
5396,4/12/2021,California,State,40129160,2712,3633954,32,62155,310027,57547919,3679,4318106,1568,3604395,9,59258,129157
5397,4/13/2021,California,State,40129160,2418,3636372,31,62186,261366,57809285,3311,4321417,2487,3606882,114,59372,115110
5398,4/14/2021,California,State,40129160,2385,3638757,39,62225,247963,58057248,3393,4324810,2016,3608898,136,59508,159794
5399,4/15/2021,California,State,40129160,2113,3640870,30,62255,224561,58281809,3092,4327902,2451,3611349,79,59587,231480
5400,4/16/2021,California,State,40129160,2053,3642923,26,62281,203343,58485152,3144,4331046,2763,3614112,103,59690,252314
5401,4/17/2021,California,State,40129160,1551,3644474,28,62309,93589,58578741,1933,4332979,2667,3616779,78,59768,252334
5402,4/18/2021,California,State,40129160,1429,3645903,28,62337,72062,58650803,1504,4334483,1916,3618695,4,59772,200627
5403,4/19/2021,California,State,40129160,2435,3648338,34,62371,302528,58953331,3271,4337754,1606,3620301,32,59804,141833
5404,4/20/2021,California,State,40129160,2127,3650465,25,62396,265388,59218719,2876,4340630,2126,3622427,86,59890,126493
5405,4/21/2021,California,State,40129160,1993,3652458,32,62428,250017,59468736,3001,4343631,2411,3624838,102,59992,254720
5406,4/22/2021,California,State,40129160,1840,3654298,20,62448,222015,59690751,2720,4346351,1818,3626656,94,60086,187526
5407,4/23/2021,California,State,40129160,1820,3656118,24,62472,198651,59889402,2716,4349067,1229,3627885,49,60135,251666
5408,4/24/2021,California,State,40129160,1372,3657490,25,62497,85638,59975040,1672,4350739,1739,3629624,53,60188,199392
5409,4/25/2021,California,State,40129160,1218,3658708,24,62521,71930,60046970,1313,4352052,2116,3631740,15,60203,231651
5410,4/26/2021,California,State,40129160,2104,3660812,26,62547,300031,60347001,2849,4354901,1445,3633185,5,60208,156757
5411,4/27/2021,California,State,40129160,1874,3662686,30,62577,261145,60608146,2619,4357520,1593,3634778,65,60273,137384
5412,4/28/2021,California,State,40129160,1821,3664507,16,62593,240652,60848798,2559,4360079,1457,3636235,89,60362,173688
5413,4/29/2021,California,State,40129160,1662,3666169,25,62618,212369,61061167,2488,4362567,1897,3638132,105,60467,220731
5414,4/30/2021,California,State,40129160,1645,3667814,18,62636,184481,61245648,2390,4364957,2094,3640226,158,60625,249872
5415,5/1/2021,California,State,40129160,1276,3669090,19,62655,73960,61319608,1542,4366499,2254,3642480,123,60748,249137
5416,5/2/2021,California,State,40129160,1102,3670192,19,62674,58841,61378449,1091,4367590,1512,3643992,15,60763,194834
5417,5/3/2021,California,State,40129160,1967,3672159,25,62699,286570,61665019,2600,4370190,1349,3645341,2,60765,148849
5418,5/4/2021,California,State,40129160,1598,3673757,23,62722,253520,61918539,2378,4372568,1388,3646729,97,60862,91130
5419,5/5/2021,California,State,40129160,1697,3675454,21,62743,233262,62151801,2294,4374862,1547,3648276,65,60927,142178
5420,5/6/2021,California,State,40129160,1525,3676979,30,62773,214022,62365823,2328,4377190,2471,3650747,100,61027,247021
5421,5/7/2021,California,State,40129160,1440,3678419,25,62798,180952,62546775,2118,4379308,1945,3652692,140,61167,246668
5422,5/8/2021,California,State,40129160,1049,3679468,19,62817,72162,62618937,1262,4380570,1853,3654545,61,61228,242054
5423,5/9/2021,California,State,40129160,939,3680407,24,62841,54364,62673301,908,4381478,1377,3655922,13,61241,223384
5424,5/10/2021,California,State,40129160,1633,3682040,11,62852,286925,62960226,2269,4383747,1045,3656967,5,61246,150925
5425,5/11/2021,California,State,40129160,1467,3683507,29,62881,253492,63213718,2205,4385952,1231,3658198,59,61305,124260
5426,5/12/2021,California,State,40129160,1350,3684857,33,62914,236629,63450347,2097,4388049,1443,3659641,46,61351,144550
5427,5/13/2021,California,State,40129160,1196,3686053,27,62941,208097,63658444,1820,4389869,2034,3661675,66,61417,219570
5428,5/14/2021,California,State,40129160,1179,3687232,18,62959,177486,63835930,1796,4391665,1864,3663539,27,61444,251185
5429,5/15/2021,California,State,40129160,898,3688130,18,62977,68613,63904543,1150,4392815,1370,3664909,55,61499,229177
5430,5/16/2021,California,State,40129160,813,3688943,15,62992,57573,63962116,902,4393717,995,3665904,11,61510,177223
5431,5/17/2021,California,State,40129160,1336,3690279,16,63008,275730,64237846,1957,4395674,687,3666591,3,61513,129983
5432,5/18/2021,California,State,40129160,1231,3691510,17,63025,241120,64478966,1853,4397527,959,3667550,42,61555,91321
5433,5/19/2021,California,State,40129160,1190,3692700,28,63053,226505,64705471,1696,4399223,1292,3668842,48,61603,143019
5434,5/20/2021,California,State,40129160,997,3693697,20,63073,200873,64906344,1584,4400807,1627,3670469,69,61672,228956
5435,5/21/2021,California,State,40129160,944,3694641,16,63089,173790,65080134,1460,4402267,1186,3671655,50,61722,238613
5436,5/22/2021,California,State,40129160,708,3695349,13,63102,64955,65145089,906,4403173,1308,3672963,33,61755,216936
5437,5/23/2021,California,State,40129160,663,3696012,22,63124,55639,65200728,728,4403901,1081,3674044,7,61762,179934
5438,5/24/2021,California,State,40129160,1207,3697219,24,63148,254675,65455403,1670,4405571,618,3674662,8,61770,132776
5439,5/25/2021,California,State,40129160,1042,3698261,15,63163,229902,65685305,1549,4407120,1155,3675817,54,61824,108670
5440,5/26/2021,California,State,40129160,981,3699242,17,63180,203397,65888702,1456,4408576,1418,3677235,31,61855,131867
5441,5/27/2021,California,State,40129160,920,3700162,19,63199,180392,66069094,1334,4409910,4864,3682099,170,62025,202116
5442,5/28/2021,California,State,40129160,862,3701024,12,63211,153824,66222918,1252,4411162,1210,3683309,-26,61999,225324
5443,5/29/2021,California,State,40129160,603,3701627,24,63235,59252,66282170,745,4411907,1079,3684388,7,62006,208712
5444,5/30/2021,California,State,40129160,585,3702212,10,63245,52004,66334174,650,4412557,644,3685032,5,62011,157610
5445,5/31/2021,California,State,40129160,597,3702809,15,63260,60544,66394718,527,4413084,423,3685455,10,62021,114673
5446,6/1/2021,California,State,40129160,1210,3704019,14,63274,281112,66675830,1704,4414788,461,3685916,23,62044,73534
5447,6/2/2021,California,State,40129160,1044,3705063,19,63293,219064,66894894,1428,4416216,773,3686689,48,62092,77814
5448,6/3/2021,California,State,40129160,996,3706059,12,63305,189252,67084146,1298,4417514,1047,3687736,87,62179,142365
5449,6/4/2021,California,State,40129160,850,3706909,14,63319,176577,67260723,1309,4418823,1157,3688893,63,62242,215195
5450,6/5/2021,California,State,40129160,641,3707550,12,63331,74605,67335328,848,4419671,1101,3689994,228,62470,215290
5451,6/6/2021,California,State,40129160,609,3708159,13,63344,58462,67393790,662,4420333,874,3690868,3,62473,180142
5452,6/7/2021,California,State,40129160,1039,3709198,12,63356,212283,67606073,1499,4421832,792,3691660,6,62479,155298
5453,6/8/2021,California,State,40129160,1050,3710248,13,63369,185361,67791434,1352,4423184,846,3692506,20,62499,95819
5454,6/9/2021,California,State,40129160,928,3711176,7,63376,157194,67948628,1264,4424448,856,3693362,39,62538,128329
5455,6/10/2021,California,State,40129160,876,3712052,15,63391,159297,68107925,1191,4425639,1136,3694498,55,62593,179633
5456,6/11/2021,California,State,40129160,853,3712905,11,63402,141547,68249472,1206,4426845,1032,3695530,-85,62508,175689
